age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
34,25,55176,2361,807,80,862,850,14,0,0,40,253
38,25,153976,820,807,734,862,850,14,0,0,40,253
33,25,119176,2361,1032,1341,837,850,521,0,0,40,253
27,25,169117,820,807,1341,484,1381,521,0,1887,40,253
38,25,156550,820,807,734,862,850,14,0,0,60,253
25,25,109609,2361,381,340,508,850,14,0,0,25,253
38,25,26698,820,807,80,862,850,14,0,0,40,253
52,25,236497,668,807,445,862,850,14,0,0,48,253
33,434,306309,702,381,31,508,850,14,0,0,50,253
17,25,242773,2324,381,340,846,850,521,0,0,20,253
28,25,124680,668,381,445,508,850,521,6849,0,60,253
52,1539,43909,820,1932,1341,837,1381,521,0,0,40,253
34,25,112820,820,1597,769,508,850,14,2463,0,40,253
25,25,148300,668,381,31,846,850,521,0,0,15,253
17,25,133449,539,381,340,846,1381,14,0,0,26,253
22,25,263670,820,381,340,846,1381,14,0,0,80,253
22,25,276494,820,381,769,508,1381,14,0,0,40,253
46,25,190115,2361,807,636,862,850,14,0,1887,40,253
58,25,317479,820,1932,393,508,1381,521,0,0,40,253
39,25,151248,2361,1932,636,1274,850,521,0,0,35,253
59,1539,130532,2361,1032,340,508,850,521,0,0,40,745
61,25,160062,820,807,1341,862,850,14,0,0,40,253
32,25,299635,1135,807,734,862,850,14,0,0,45,253
50,25,171225,668,807,445,862,338,14,0,0,40,427
51,25,33304,820,807,734,862,850,14,0,0,40,253
43,25,95634,668,807,340,484,338,521,0,0,45,2334
20,25,243878,2361,381,734,846,850,14,0,0,40,253
38,1539,181721,668,807,445,862,1381,14,0,0,40,253
44,625,201435,1135,807,734,862,1381,14,0,0,40,253
28,25,334032,1135,381,636,508,850,14,0,0,50,253
50,25,220019,702,807,31,484,850,521,0,0,40,253
53,25,71772,19,1932,31,508,850,14,0,0,50,253
42,575,27661,668,807,636,862,850,14,0,0,45,253
47,25,191411,702,807,31,862,338,14,0,0,45,1096
39,25,123945,820,807,1341,484,850,521,0,0,40,253
38,575,37778,820,381,428,508,850,14,0,0,60,253
34,434,171216,668,381,31,846,850,14,0,0,50,253
40,25,93955,2361,807,31,484,850,521,0,0,40,253
63,25,163809,2361,1032,636,508,850,521,0,0,20,253
53,25,346754,2361,807,445,484,850,521,0,0,40,253
43,25,188436,1135,1932,31,508,850,14,0,0,48,253
28,25,72443,2361,381,445,508,850,14,0,1669,60,253
68,25,186350,820,1032,445,508,850,521,0,0,10,253
22,597,214238,1150,381,63,837,850,521,0,0,40,1565
46,434,394860,668,807,31,862,850,14,0,0,38,253
57,25,262642,820,381,1341,1274,850,521,0,0,40,253
38,25,125550,820,1932,1341,508,850,521,0,0,35,253
66,25,192504,702,807,636,862,850,14,0,0,40,253
29,25,131310,1915,381,636,846,850,521,0,0,40,253
54,25,249322,668,807,636,862,850,14,7688,0,50,253
38,25,172755,820,381,31,508,850,14,0,0,40,253
35,25,209993,2324,1597,1332,837,850,521,0,0,8,1565
30,25,166961,668,381,31,846,850,521,0,0,37,253
39,25,315291,820,381,1341,837,1381,521,0,0,40,253
31,25,284703,702,381,31,508,1381,14,0,0,40,253
50,25,166565,820,807,393,862,850,14,0,0,50,253
30,575,173854,820,807,734,862,850,14,0,0,60,253
25,25,189219,668,381,636,846,850,521,0,0,40,253
24,25,210781,668,381,1332,508,850,521,0,0,40,471
59,1539,171328,820,1597,632,1274,1381,521,0,2339,40,253
45,25,199832,668,807,1341,862,850,14,0,0,15,253
64,25,251292,534,1597,340,1274,850,521,0,0,20,152
61,25,122246,735,807,340,484,850,521,0,0,40,253
42,25,190767,1135,1932,80,837,850,521,0,0,40,253
28,25,278736,534,807,393,862,850,14,0,0,40,1565
53,25,124963,820,1932,769,508,850,14,0,0,40,253
33,575,167476,2324,1932,769,508,850,14,0,0,7,253
34,1539,246104,702,807,31,862,1381,14,0,0,40,253
41,25,171615,2361,807,340,862,850,14,0,0,48,253
67,25,264095,2361,807,769,862,850,14,9386,0,24,152
46,25,177114,1915,1032,31,837,850,521,0,0,27,253
32,25,146154,820,807,636,484,850,521,0,0,40,253
41,25,198196,820,807,1239,862,850,14,0,0,40,253
30,25,79712,668,807,31,862,1582,14,0,0,40,253
54,575,154785,668,1932,445,508,850,14,0,0,50,253
33,25,182423,820,1932,340,837,1381,14,0,0,40,253
20,597,347292,820,381,63,846,850,14,0,0,32,253
34,25,118584,668,381,445,508,850,521,0,0,40,253
20,25,219835,2361,381,636,846,850,14,0,0,30,2334
17,597,148769,820,381,63,846,1381,14,0,0,40,253
45,25,197418,2361,1932,1341,508,850,521,0,0,48,253
21,25,253190,820,381,340,846,850,14,0,0,40,253
25,25,192273,668,807,31,862,850,14,0,0,40,253
38,25,129573,820,807,734,862,850,14,0,0,41,253
17,25,173807,2324,381,734,846,850,521,0,0,15,253
35,25,217893,820,1932,636,508,850,521,0,0,30,253
38,25,102938,668,807,734,862,850,14,0,0,40,253
48,1539,407495,1915,807,632,862,850,14,0,0,56,253
25,25,50053,820,381,340,508,1381,14,0,0,40,1663
57,25,233382,702,381,445,508,850,14,0,0,40,152
32,25,270968,668,1932,445,508,850,521,0,0,50,253
39,1539,272166,668,1597,31,508,1381,14,0,0,30,253
23,25,199915,668,381,1341,846,850,521,0,0,35,253
21,25,305781,820,381,769,837,850,14,0,0,45,253
47,25,107682,820,1932,1341,837,850,521,0,0,48,253
25,25,188507,1150,381,393,1274,850,521,0,0,40,173
18,597,28311,2324,381,63,846,850,521,0,0,35,253
41,625,197069,2361,190,1341,508,1381,14,4650,0,40,253
19,25,177839,820,381,340,846,850,521,0,0,15,253
24,25,77665,820,381,734,508,850,14,0,0,42,253
57,25,127728,668,807,445,862,850,14,15024,0,50,253
51,597,172175,19,381,63,508,850,14,0,2824,40,253
32,25,106742,820,807,1239,862,850,14,0,0,40,253
28,575,192838,1135,807,734,862,850,14,0,0,45,253
40,25,79531,668,807,445,862,850,14,0,0,75,253
21,434,337766,2361,381,31,846,850,14,0,0,20,253
45,575,33234,668,807,636,862,850,14,0,0,40,253
17,597,34088,735,381,63,846,850,521,0,0,25,253
55,25,176904,543,807,1239,862,850,14,0,0,50,253
42,25,172148,2361,807,1341,862,1381,14,0,0,40,253
49,25,199058,820,807,1341,862,850,14,0,0,38,253
38,25,48093,820,807,769,862,850,14,0,0,40,253
50,25,143664,668,381,445,508,850,14,0,0,40,253
47,25,168337,820,807,393,862,850,14,0,0,48,253
43,25,195212,668,807,445,484,1381,521,0,0,40,2334
39,25,230329,668,807,636,862,850,14,0,0,40,1454
42,25,376072,820,807,1239,862,850,14,0,0,30,253
32,25,430175,820,1932,734,1274,1381,521,0,0,50,253
44,625,240628,1915,1932,445,508,850,521,2354,0,40,253
50,634,158294,894,807,31,862,850,14,99999,0,80,253
55,25,28735,820,1932,1341,837,653,521,0,0,45,253
37,25,167482,820,381,393,846,850,14,0,0,40,253
59,25,113203,820,1932,1341,508,850,521,0,0,40,253
56,25,103948,2324,807,1239,862,850,14,0,0,40,253
33,575,310525,735,381,734,508,1381,14,0,0,32,253
35,25,105138,668,807,80,862,850,14,0,0,40,253
44,25,153489,820,381,340,837,850,14,0,0,40,253
57,434,254949,820,807,445,862,850,14,0,0,40,253
31,25,118149,2361,381,445,508,1381,521,0,0,40,253
18,25,267965,2324,381,636,508,850,521,0,0,15,253
43,25,50646,820,807,734,862,850,14,0,0,70,253
33,25,147700,820,807,734,862,1582,14,0,0,40,253
18,25,446771,2361,381,1341,846,850,14,0,0,25,253
47,25,168262,668,381,1341,846,850,14,0,0,40,253
53,25,117058,820,1932,340,837,850,521,0,0,40,253
59,575,140957,1135,381,445,508,850,14,0,0,35,253
35,25,186126,702,807,31,862,850,14,0,0,38,2334
49,25,268234,543,807,445,862,850,14,0,0,40,253
26,25,485117,1915,381,734,508,850,14,0,0,40,253
25,25,31350,820,381,769,508,850,14,0,0,60,807
36,434,210830,702,381,31,846,850,521,0,0,30,253
29,25,196420,820,381,445,508,850,521,0,0,45,253
52,25,172165,543,1932,340,1274,850,521,0,0,25,253
50,575,186565,668,807,636,862,850,14,0,0,50,253
22,25,119359,668,381,445,846,338,521,0,0,40,253
44,575,109684,702,1932,445,837,850,521,0,0,40,253
32,25,169589,1135,807,769,862,850,14,0,0,40,253
49,25,125421,820,1932,1341,837,850,521,0,0,38,253
31,25,500002,1090,807,428,862,850,14,0,0,45,1565
33,25,224141,820,807,340,862,850,14,0,0,40,253
50,25,113290,820,807,636,484,850,521,0,0,15,253
62,597,123992,820,807,63,862,850,14,0,0,40,253
26,25,58098,2361,381,1341,508,850,521,0,1974,40,253
46,597,37672,820,1932,63,508,850,521,0,0,15,253
55,25,198145,668,807,31,862,850,14,7298,0,40,253
49,625,35406,820,1032,445,508,850,521,0,0,20,253
22,25,199419,820,807,636,484,850,521,0,0,40,253
43,25,145441,668,807,445,862,850,14,0,0,38,253
58,25,238438,2361,807,31,862,850,14,0,0,42,253
48,434,212954,702,807,31,862,850,14,15024,0,40,253
21,25,56582,2324,381,340,846,850,14,0,0,50,253
67,1539,176931,1150,1032,340,508,850,521,0,0,20,253
39,575,188571,2324,807,1239,862,850,14,0,0,40,253
52,625,312500,1135,1932,428,508,850,521,0,0,40,253
25,25,278404,668,381,31,508,850,14,0,0,40,253
27,575,114225,2361,381,445,508,850,14,0,0,60,253
18,25,184016,2324,381,636,846,850,521,0,0,20,253
41,1539,183009,820,807,1239,862,1381,14,0,0,40,253
59,25,205759,19,381,31,508,850,14,0,0,50,253
23,25,462294,1915,381,340,846,1381,14,0,0,44,253
42,25,102085,820,1932,340,846,850,521,0,0,15,253
54,575,83311,894,807,31,862,850,14,0,0,30,253
39,25,248694,820,381,734,508,850,14,0,0,60,253
57,1539,190747,539,807,340,862,850,14,0,0,40,253
51,25,162988,543,1932,340,837,850,521,0,0,25,253
31,575,156890,1150,807,734,862,850,14,0,0,40,253
24,25,310380,2361,190,1341,846,1381,521,0,0,45,253
35,25,172186,2361,381,734,846,850,14,0,0,40,253
26,25,311497,668,381,445,508,850,521,0,0,40,253
42,634,443508,19,807,31,862,850,14,0,0,45,253
31,25,152156,820,807,734,862,850,14,0,0,45,253
46,25,155890,668,807,1239,862,850,14,0,0,40,253
38,434,312528,668,807,445,862,850,14,0,0,37,253
51,25,282744,668,807,428,862,850,14,0,0,40,1454
27,25,205145,820,807,393,862,850,14,0,0,40,253
33,597,119918,668,381,63,508,1381,14,0,0,45,2334
22,25,401451,2361,807,1239,862,850,14,0,0,48,253
72,597,173427,820,807,63,862,850,14,0,0,40,152
25,25,189027,668,381,769,846,850,14,0,0,40,253
58,575,35551,668,807,445,862,850,14,0,0,70,253
23,25,42706,2361,381,31,508,850,14,0,0,45,253
63,25,106910,534,1032,340,1274,338,521,0,0,19,427
23,25,53245,539,1597,340,508,850,14,0,0,40,253
51,25,221672,702,807,636,862,850,14,15024,0,50,253
75,25,71898,1208,381,1332,508,338,521,0,0,48,427
52,25,222107,2361,1932,636,837,850,521,0,0,50,253
69,25,277588,820,807,636,862,850,14,0,0,10,253
52,25,178983,19,807,31,862,850,14,0,0,40,2334
40,625,391744,820,381,1341,837,1381,521,0,0,40,253
34,25,418020,19,807,31,862,850,14,0,0,50,253
21,434,39236,2361,381,31,508,850,521,0,0,8,253
30,25,86808,668,381,31,1274,850,521,0,0,40,253
46,25,147640,534,807,1239,862,653,14,0,1902,40,253
21,25,184756,2361,381,1341,846,850,521,0,0,16,253
44,25,191256,820,807,393,862,850,14,0,0,40,253
51,434,105943,820,807,1341,484,850,521,3908,0,40,253
40,25,101272,820,1932,1341,508,850,521,0,0,32,253
33,434,175023,820,807,632,862,850,14,0,0,37,253
22,575,357612,820,807,734,862,850,14,0,0,60,253
23,25,82777,820,807,445,862,850,14,0,0,30,253
75,575,218521,2361,190,734,508,850,14,0,0,30,253
55,25,179534,2324,1032,769,837,850,521,0,0,40,253
24,597,33339,2361,381,63,846,850,14,0,0,20,253
45,25,148549,2361,1932,734,508,850,14,27828,0,56,253
31,25,198069,820,381,340,846,850,14,0,0,24,253
49,25,236586,820,807,1341,862,850,14,0,0,40,253
26,1539,167261,668,381,31,508,850,521,0,0,40,253
61,25,160942,702,807,636,862,850,14,3103,0,50,253
44,25,107584,702,807,1341,862,850,14,3908,0,50,253
28,1539,251854,2361,381,1341,837,1381,521,0,0,40,253
79,597,163140,820,807,63,862,850,14,0,0,40,253
51,25,302579,820,1932,340,1274,1381,521,0,0,30,253
44,634,64632,19,807,31,862,850,14,0,0,60,253
24,25,83141,668,381,445,508,850,14,0,0,40,253
46,634,326048,2361,807,445,862,850,14,0,0,40,253
36,25,83471,820,1032,340,837,338,521,0,0,20,253
23,25,170070,735,381,340,508,850,521,0,0,38,253
25,25,207875,1150,807,769,862,850,14,0,0,40,1565
48,25,119722,2361,807,636,862,1381,14,0,0,8,253
18,25,335665,2324,381,340,1274,1381,521,0,0,24,253
25,25,212522,820,381,734,1274,850,14,0,0,40,253
19,25,42069,820,381,1239,846,850,14,2176,0,45,253
26,597,131777,668,807,63,862,850,14,0,2002,40,253
33,25,236396,820,381,1341,846,850,14,0,0,35,253
42,25,159911,820,1932,340,837,850,521,0,0,40,253
22,25,133833,2361,381,1341,846,850,521,0,0,40,253
36,25,226947,668,807,31,862,850,14,0,0,40,253
33,25,174201,820,381,769,846,850,14,0,0,40,253
34,575,49707,820,807,445,862,850,14,0,0,70,253
33,25,201988,702,807,31,862,850,14,0,0,45,253
62,575,162347,894,807,31,862,850,14,0,0,15,253
30,25,182833,2361,381,445,846,1381,521,0,0,40,253
22,25,383603,2361,381,1341,846,850,521,0,0,40,253
34,25,70466,1135,1932,734,508,850,14,0,0,40,253
43,25,184846,820,1032,393,837,850,521,0,0,60,253
25,25,176756,668,381,734,846,850,14,0,0,40,253
35,25,112512,820,1032,340,846,850,521,0,0,40,253
28,25,137296,1915,381,340,508,1381,521,0,0,40,253
28,25,37821,2361,1932,636,837,850,521,0,0,45,253
25,25,295108,820,381,769,837,1381,521,0,0,25,253
40,25,408717,820,807,734,862,850,14,0,0,40,253
35,25,255635,539,807,734,862,1582,14,0,0,40,1565
48,575,177783,1150,381,428,508,850,14,0,0,50,253
63,575,179400,820,807,734,862,850,14,2290,0,20,253
31,25,240283,668,807,1341,484,850,521,0,0,40,253
36,25,410034,1915,807,734,862,850,14,0,0,45,253
39,25,180667,2361,807,393,862,850,14,0,0,40,253
24,25,196332,820,381,340,846,1381,521,0,0,40,253
32,1539,159187,668,381,31,508,850,14,0,0,35,253
46,25,225065,1208,807,393,484,850,521,0,0,40,1565
19,25,178147,820,381,636,846,850,14,0,0,35,253
30,25,272669,2361,381,80,508,338,14,0,0,40,253
35,25,347491,1135,381,734,508,850,14,0,0,40,253
23,597,146399,668,381,63,508,850,14,0,0,55,253
33,25,75167,820,807,1239,862,850,14,0,0,55,253
25,25,133373,820,1597,734,508,850,14,0,0,40,253
64,1539,84737,820,807,340,862,338,14,0,0,35,253
18,25,96483,820,381,340,846,338,521,0,0,20,253
59,25,368005,2324,807,734,862,850,14,0,0,40,253
45,434,36032,820,1932,632,837,1381,521,0,0,40,253
30,25,174215,19,381,31,508,850,521,0,0,15,253
24,25,228772,534,381,393,1274,850,521,0,0,40,1565
22,25,242912,820,381,340,837,850,521,0,0,35,253
49,634,86701,2361,807,734,862,338,14,0,0,56,253
35,25,166549,735,807,393,862,850,14,0,0,40,253
48,1539,121622,702,381,31,837,850,521,0,1380,40,253
18,25,201613,735,381,636,846,850,521,0,0,20,253
35,25,29874,2361,807,769,862,850,14,0,0,40,253
27,25,168138,820,381,445,846,850,14,0,0,40,253
28,25,162404,668,381,734,508,1381,14,0,0,60,253
21,597,162160,2361,381,63,846,338,14,0,0,40,1381
26,25,139116,2361,381,340,846,1381,521,0,0,50,253
44,25,192381,668,807,31,862,850,14,0,1848,40,253
39,25,370585,820,1597,393,508,1381,14,0,0,40,253
40,434,151038,668,1932,734,508,850,14,0,0,40,253
70,575,36311,668,807,31,862,850,14,20051,0,35,253
34,25,271933,702,381,445,837,850,521,0,0,50,253
34,25,182401,1915,1932,1341,508,1381,14,0,0,40,253
66,25,234743,2361,807,445,862,850,14,0,0,50,253
40,25,182140,820,1597,1239,837,1381,14,0,0,40,253
61,575,215591,820,807,445,862,850,14,0,1887,40,253
59,575,96459,1150,807,734,862,850,14,0,0,40,253
28,597,205562,702,381,63,508,1381,521,0,0,40,253
47,25,188081,820,807,393,862,850,14,0,0,40,253
33,434,121245,668,807,31,862,850,14,0,0,60,253
18,25,127273,2324,381,340,1274,850,14,0,0,20,253
25,25,114345,539,381,734,837,850,14,914,0,40,253
22,25,341227,2361,381,1341,508,850,14,0,0,20,253
40,1539,166893,668,807,632,862,1381,14,0,0,40,253
68,597,65730,820,807,63,862,850,14,0,0,25,253
30,25,145231,1915,1932,1341,846,850,521,0,1762,40,253
73,575,102510,1150,807,428,862,850,14,6418,0,99,253
45,575,285335,1150,807,734,862,850,14,0,0,10,253
23,25,177087,2324,381,1341,837,1381,14,0,0,35,253
40,25,240504,668,807,636,862,850,14,0,0,45,253
39,25,218490,668,807,445,862,850,14,0,1977,40,253
23,25,384651,2361,807,769,862,850,14,0,0,40,253
51,25,189551,820,1932,734,846,1381,14,0,0,40,253
53,25,194791,820,807,428,862,850,14,0,0,45,253
24,25,194630,668,381,80,508,850,14,0,0,35,253
53,25,177647,668,1932,445,837,850,14,0,0,40,253
49,575,51620,19,807,31,862,850,14,0,0,60,253
34,25,251421,820,807,734,862,850,14,0,0,40,253
37,575,180477,820,807,734,862,850,14,0,0,47,253
40,434,391736,1135,807,734,862,850,14,0,0,40,253
23,434,170091,2361,381,31,846,850,521,0,0,6,253
36,25,175360,702,381,1341,508,850,14,13550,0,50,253
35,25,276153,668,381,80,508,338,521,4650,0,40,253
53,625,105788,668,1932,445,837,1381,521,0,0,50,253
42,1539,248476,2361,1932,1239,508,850,14,0,0,65,253
32,25,168443,702,807,445,484,850,521,0,0,40,253
33,25,120201,820,1932,1341,846,1582,521,0,0,65,253
59,25,114678,820,381,734,508,1381,14,0,0,60,253
36,25,167440,2361,807,393,862,850,14,0,0,44,253
37,575,265266,894,807,31,862,850,14,0,0,40,152
31,25,212235,2361,381,636,508,850,14,0,0,45,253
46,25,44671,668,807,632,862,850,14,0,0,40,253
44,434,87282,668,381,31,508,338,521,0,0,38,253
27,25,112754,668,807,445,862,850,14,0,1485,60,253
29,575,322238,820,381,428,508,850,14,0,0,40,253
39,25,65382,2361,807,445,862,850,14,0,0,40,253
62,575,115176,820,807,428,862,850,14,0,0,65,253
48,575,162236,702,1032,445,837,850,521,0,0,40,2334
42,25,409902,820,381,445,837,1381,521,0,0,25,253
60,1539,204062,702,807,31,862,850,14,0,0,48,253
35,25,283305,668,381,445,508,850,521,0,0,40,253
39,25,435638,2361,381,393,508,850,14,0,0,40,253
34,634,114733,1915,807,1341,484,850,521,0,0,36,253
22,25,162343,2361,381,1341,1274,1381,14,0,0,22,253
18,597,195981,820,1032,63,846,850,14,0,0,40,253
44,25,79531,1135,807,734,862,850,14,0,0,40,253
44,434,395078,820,1932,1341,508,850,521,0,0,40,253
49,1539,159641,668,1932,445,837,850,521,0,625,40,253
21,25,159567,820,381,393,508,850,14,0,0,50,253
49,25,133917,1135,381,636,1274,1381,14,0,0,40,2334
52,25,196894,2324,1597,769,837,850,14,0,0,40,253
39,1539,132879,668,807,31,862,850,14,0,1887,40,253
23,25,190290,668,381,31,846,850,14,0,0,40,253
54,25,102828,820,807,734,862,850,14,0,0,49,253
31,25,128493,820,1932,340,508,850,521,0,0,25,253
30,434,290677,702,381,1341,508,1381,521,0,0,20,253
21,25,283757,2361,381,636,846,850,14,0,0,40,253
38,1539,169104,668,807,632,862,338,14,0,0,40,427
51,25,171409,2361,807,1239,862,850,14,0,0,40,253
34,575,319165,19,807,31,862,850,14,0,0,50,253
22,25,203182,668,381,445,837,850,521,0,0,30,253
20,597,211968,2361,381,63,846,850,521,0,0,45,253
26,25,215384,668,381,445,508,850,14,0,1974,55,253
26,25,166666,2361,381,340,508,850,521,0,0,35,253
41,25,156566,2361,807,734,862,850,14,0,0,40,253
35,25,140564,668,807,636,862,850,14,0,0,40,253
27,1539,322208,2361,381,1239,846,850,14,0,0,40,253
65,25,420277,2361,807,632,862,850,14,0,0,40,253
31,25,123430,2324,807,428,862,850,14,0,0,65,1565
45,634,151584,894,807,31,862,850,14,0,0,35,253
37,575,348960,1915,807,1239,862,850,14,0,0,50,253
47,25,168232,820,807,1239,862,850,14,0,1887,45,253
47,634,201699,1915,807,445,862,850,14,0,0,50,253
33,25,511517,820,807,31,862,850,14,0,0,40,253
40,25,118001,543,807,734,862,1381,14,0,0,40,253
38,25,193961,2361,807,734,862,338,14,0,0,40,427
21,25,32732,2361,381,636,508,850,14,0,0,40,253
40,25,223548,820,807,1341,862,850,14,0,0,40,1565
33,25,389932,820,1932,1239,508,1381,14,0,0,55,253
29,25,102345,2361,381,80,508,850,14,0,0,52,253
41,25,107584,2361,1597,1239,508,850,14,0,0,35,253
20,597,34321,2361,381,63,846,850,521,0,0,30,253
20,434,39478,2361,381,445,846,850,14,0,0,54,253
34,575,276221,543,807,428,862,850,14,0,0,40,253
78,634,385242,668,807,445,862,850,14,9386,0,45,253
46,25,235646,820,807,734,862,850,14,0,0,40,253
40,25,123306,1135,807,31,862,850,14,0,0,40,253
59,25,38573,2361,807,445,862,850,14,0,0,40,253
23,25,216889,820,381,769,508,850,14,0,0,40,253
23,25,386705,2361,381,1341,846,850,14,0,0,24,253
47,575,249585,2361,807,734,862,850,14,0,0,30,253
31,1539,47276,668,807,340,862,850,14,0,0,38,253
42,575,162758,2361,807,769,862,850,14,0,0,56,253
46,1539,146497,820,1932,31,508,850,521,0,0,40,253
29,25,190765,820,1932,393,508,850,14,0,0,44,253
21,25,186314,820,807,1341,862,850,14,0,0,40,253
55,25,213615,820,807,734,862,850,14,0,0,40,253
38,25,162322,1135,381,80,846,850,521,0,0,40,253
44,434,115932,702,807,445,862,850,14,0,0,40,253
61,575,392694,2361,1932,445,508,850,14,0,0,50,253
38,434,143517,668,381,445,846,850,14,0,0,40,253
50,634,123429,668,807,31,862,850,14,0,0,45,910
53,25,254285,702,807,31,862,850,14,0,0,40,253
37,25,238311,820,807,393,862,1381,14,0,0,36,253
49,25,281647,702,807,445,862,850,14,0,0,45,253
30,25,75167,2361,807,393,862,850,14,0,0,40,253
19,25,252862,1135,381,31,846,850,521,0,0,40,253
59,575,199240,820,1932,31,508,850,14,0,0,20,807
43,25,145762,668,807,445,862,850,14,0,0,40,253
29,1539,142443,668,807,31,862,850,14,0,0,60,253
49,25,99361,894,807,31,862,850,14,0,0,45,253
36,25,105138,820,1932,1239,508,850,14,0,0,50,253
26,25,183171,2324,381,340,846,1381,14,1055,0,32,253
18,25,151866,2361,381,636,508,850,521,0,0,20,253
60,25,297261,2361,1032,636,508,850,521,0,0,15,253
43,25,148998,820,1932,1341,837,850,521,0,0,40,253
42,25,143046,820,381,340,846,850,521,0,0,40,253
41,25,183850,820,1932,636,508,850,14,0,0,50,253
55,575,248841,702,807,31,862,850,14,0,1977,40,253
31,25,198452,668,381,1341,846,850,521,0,0,40,253
20,25,161092,2361,381,769,846,850,14,0,0,40,253
37,25,112497,702,807,445,862,850,14,0,0,40,253
51,575,155963,2361,807,734,862,850,14,0,0,55,253
28,25,147560,2361,807,636,862,850,14,0,1902,55,253
24,25,376393,1135,381,636,508,850,521,0,0,40,253
21,434,151790,2361,381,1341,846,850,521,0,0,30,253
21,25,438139,820,381,636,508,850,14,0,0,50,253
20,597,163911,2361,381,63,846,850,521,0,0,40,253
35,25,214896,820,1932,1341,508,850,521,0,0,45,253
30,25,102821,2361,807,734,508,850,14,0,0,40,1565
44,575,90021,820,807,734,862,850,14,0,0,30,253
45,25,77085,668,807,734,862,338,14,0,0,40,1663
42,25,158555,543,807,445,862,850,14,0,0,40,253
36,597,28160,820,1932,63,508,850,521,0,0,40,253
32,25,462255,668,1932,445,508,850,521,0,0,40,253
33,25,144949,820,381,769,508,850,14,0,0,40,253
27,25,116207,539,807,734,862,850,14,0,0,32,253
17,25,187308,543,381,340,846,850,521,0,0,15,253
45,1539,189890,820,381,1341,837,850,521,0,0,40,253
41,25,185267,668,807,31,862,850,14,0,0,40,253
19,25,63434,2361,381,393,508,850,521,0,0,35,253
45,25,1366120,1135,1932,340,508,850,521,0,0,8,253
41,634,495061,19,807,31,862,850,14,99999,0,70,253
34,1539,134886,820,807,340,484,850,521,0,1740,35,253
33,25,129707,668,381,1341,508,850,14,0,0,60,253
17,597,181337,543,381,63,846,1582,521,0,0,20,253
51,25,74784,668,1932,636,508,850,521,0,0,60,253
33,25,44392,820,1932,769,846,850,14,0,0,20,253
23,25,406641,2361,381,769,1274,850,521,0,0,18,253
52,25,89041,668,190,31,508,850,14,0,0,30,253
36,597,139770,2361,1932,63,846,850,521,0,0,32,253
25,25,180212,820,381,1341,837,1381,521,0,0,40,253
38,597,338212,2361,807,63,484,850,521,0,0,20,253
64,575,178472,539,1597,1239,508,850,14,0,0,45,253
42,25,384236,702,807,31,862,850,14,7688,0,40,253
29,25,168470,820,381,1239,846,850,14,0,0,40,253
26,1539,80485,668,381,31,508,850,521,0,0,38,253
38,597,181705,820,807,63,862,850,14,0,0,24,253
24,25,216867,543,381,340,1274,850,14,0,0,30,1565
43,625,214541,2361,807,445,862,850,14,0,0,40,253
38,25,383239,543,807,734,862,850,14,3103,0,40,253
28,25,70034,668,807,636,862,850,14,0,0,45,253
18,597,266287,2361,381,63,846,850,521,0,0,25,253
44,25,128485,1135,807,734,862,1381,14,0,0,40,253
81,597,89015,820,807,63,862,850,14,0,0,18,253
55,25,106740,820,807,445,862,850,14,0,0,40,253
52,25,167527,2324,1032,340,837,1381,521,0,0,40,253
31,25,19302,668,807,31,862,850,14,0,0,40,253
35,25,210150,820,1932,1341,837,850,521,0,0,40,253
39,25,179824,820,381,393,837,1381,521,0,0,36,253
27,25,420351,820,381,1239,846,850,14,0,0,40,253
23,434,215443,2361,381,1341,508,850,14,0,0,15,253
26,25,116044,2324,1597,734,1274,850,14,2907,0,50,253
33,25,215306,1135,381,340,508,850,14,0,0,40,152
39,25,108069,2361,381,734,837,850,521,0,0,40,253
44,25,260046,820,1932,1239,508,850,14,0,0,40,253
38,25,31053,820,1932,445,837,850,521,0,0,40,253
18,25,362302,735,381,340,846,850,14,0,0,15,253
54,25,87205,820,1032,340,508,850,521,0,0,15,253
45,25,191703,820,381,1341,846,1381,521,0,0,40,253
43,25,242968,702,807,445,862,338,14,0,0,40,1096
23,1539,185575,668,381,31,846,850,521,0,0,40,253
37,25,177858,2361,381,445,508,850,14,2174,0,40,253
33,575,73585,2324,807,734,862,850,14,0,0,50,253
45,25,301802,668,807,1239,862,850,14,0,0,50,253
32,634,108467,668,381,445,508,850,14,0,0,55,253
47,25,431245,1150,807,734,862,850,14,0,0,40,253
44,25,157217,1915,807,31,862,850,14,0,0,40,253
22,25,204935,820,381,393,846,850,14,0,0,40,253
17,25,277112,2324,381,636,846,850,14,0,0,30,253
64,634,59145,19,807,445,862,850,14,0,1902,60,253
30,1539,159773,668,807,632,862,850,14,0,0,45,253
51,25,118793,668,807,31,862,850,14,0,0,70,253
26,434,152457,820,381,632,508,850,14,0,0,40,253
31,25,187901,2361,381,636,508,850,521,0,1504,40,253
50,25,266529,2324,807,734,862,850,14,0,0,40,253
18,597,256179,2361,381,63,846,850,14,594,0,10,253
63,25,113756,820,381,445,846,850,521,0,0,40,253
48,25,83444,1135,807,445,862,850,14,0,0,43,253
37,634,30529,668,807,636,862,850,14,0,2415,50,253
51,597,146325,820,807,63,862,850,14,0,0,28,253
