Id,Reputation,CreationDate,Views,UpVotes,DownVotes
21021,1,81766704,0,0,0
21022,28,81767522,3,6,0
21023,101,81767572,0,0,0
21024,101,81768677,0,0,0
21025,1,81773276,0,0,0
21026,141,81774272,2,23,0
21027,1,81778921,0,0,0
21028,31,81780392,2,0,0
21029,1,81782390,1,0,0
21030,306,81783820,40,67,0
21031,43,81783991,5,5,0
21033,21,81789410,0,0,0
21034,1,81792220,1,0,0
21035,101,81794448,0,2,0
21036,11,81795115,1,0,0
21037,101,81806294,0,0,0
21038,1,81808310,0,0,0
21039,101,81810539,0,0,0
21040,1,81810951,0,0,0
21042,1,81816240,0,0,0
21043,131,81818935,23,0,0
21044,1,81820144,3,0,0
21045,6,81821207,0,0,0
21046,11,81827609,0,0,0
21047,101,81829252,4,0,0
21048,11,81830778,2,0,0
21049,36,81833276,0,0,0
21051,121,81835119,5,0,0
21052,8,81835711,1,0,0
21054,5807,81852516,813,6054,131
21055,1,81854378,1,0,0
21056,101,81857536,0,0,0
21057,1,81858306,0,0,0
21058,1,81861772,0,0,0
21059,1,81866673,3,0,0
21060,3,81869057,1,0,0
21061,11,81876126,1,0,0
21062,73,81876595,7,2,0
21063,1,81876689,1,0,0
21064,136,81879107,39,3,0
21066,66,81885006,1,2,0
21067,26,81887487,6,0,0
21068,31,81888959,0,2,0
21069,16,81890438,2,0,0
21071,120,81891054,8,8,0
21072,680,81893015,76,292,54
21074,33,81898472,5,2,0
21075,1,81898970,0,0,0
21076,143,81899456,4,9,0
21077,18,81899660,0,0,0
21078,101,81901305,1,0,0
21079,126,81902559,7,0,0
21080,9,81904136,3,0,0
21081,1,81905262,2,0,0
21082,1,81907268,0,0,0
21083,1,81907381,0,0,0
21084,101,81907774,1,7,0
21086,101,81909178,0,0,0
21087,1,81912087,0,0,0
21088,18,81914445,1,0,0
21089,16,81916012,1,0,0
21090,1,81921083,0,0,0
21091,101,81922904,1,0,0
21094,61,81890477,22,0,0
21095,1,81934166,0,0,0
21096,21,81937096,8,0,0
21097,101,81943100,1,0,0
21098,11,81946070,0,0,0
21099,1,81946937,0,0,0
21100,1,81947972,0,0,0
21102,36,81950624,2,0,0
21103,6,81952134,3,0,0
21104,90,81954722,17,6,0
21105,21,81956521,3,0,0
21106,101,81957340,0,0,0
21107,1,81957361,0,0,0
21108,1,81958451,1,0,0
21109,6,81959113,0,0,0
21110,1,81960888,2,0,0
21111,106,81963801,2,0,0
21113,1,81967164,1,0,0
21114,143,81967279,3,0,0
21115,6,81967832,0,0,0
21116,1,81969304,1,0,0
21117,1,81971651,0,0,0
21118,6,81972059,3,0,0
21119,1,81972661,0,0,0
21120,1,81973075,0,0,0
21121,101,81974294,0,0,0
21122,11,81975174,0,0,0
21123,1,81975304,0,0,0
21124,31,81975648,2,0,0
21125,31,81976528,2,0,0
21127,1,81977302,0,0,0
21128,11,81978164,2,0,0
21129,41,81980463,3,0,0
21130,8,81982522,18,0,0
21131,1,81983959,0,0,0
21132,101,81986300,0,0,0
21133,1,81996271,1,0,0
21134,16,82001748,7,0,0
21135,11,82003570,0,0,0
21136,6,82005011,0,0,0
21137,16,82005992,8,0,0
21138,39,82012746,4,2,0
21139,101,82013860,0,0,0
21142,1,82017694,1,0,0
21143,11,82019574,2,0,0
21144,101,82028052,2,0,0
21145,1,82031669,0,0,0
21147,11,82034797,4,0,0
21148,1,82038144,0,0,0
21149,40,82039740,3,72,0
21151,111,82043633,0,0,0
21152,11,82045677,2,0,0
21153,1,82046045,0,0,0
21154,105,82050564,15,4,0
21155,1,82050726,0,0,0
21156,11,82052068,0,0,0
21157,101,82052594,0,0,0
21158,6,82055045,0,0,0
21159,1,82055316,0,0,0
21160,78,82055573,31,9,0
21161,1,82057017,0,0,0
21162,1,82065427,10,0,0
21163,6,82068610,0,0,0
21164,1,82071183,1,0,0
21165,26,82072148,1,0,0
21166,6,82072162,0,0,0
21167,86,82072231,11,1,0
21168,306,82075402,11,10,0
21169,101,82075758,4,0,0
21170,1,82077767,0,0,0
21172,108,82078100,6,0,0
21173,101,82078199,8,1,0
21174,1,82079501,0,0,0
21175,101,82083637,0,0,0
21176,101,82084175,0,0,0
21178,28,82088363,7,0,0
21181,101,82100851,0,1,0
21182,1,82101294,0,0,0
21183,6,82123270,0,0,0
21184,111,82124704,0,2,0
21185,1,82127533,3,0,0
21186,155,82128420,8,30,0
21188,1,82132945,3,0,0
21189,1,82136757,0,0,0
21190,11,82139295,0,0,0
21191,1,82139508,2,0,0
21192,6,82139687,0,0,0
21194,101,82143981,0,0,0
21195,18,82144606,1,0,0
21197,101,82150585,0,0,0
21198,101,82150613,0,2,0
21199,101,82151253,0,3,0
21200,13,82157062,6,0,0
21201,11,82157506,0,0,0
21202,1,82160434,1,0,0
21203,26,82160798,1,0,0
21204,4,82161117,2,0,0
21205,106,82162218,5,0,0
21206,1,82170491,6,0,0
21207,1,82171844,0,0,0
21210,1,82175062,0,0,0
21211,1,82175508,0,0,0
21212,6,82185768,3,0,0
21213,26,82186515,1,0,0
21216,94,82212673,9,3,0
21217,16,82218438,1,0,0
21218,11,82219113,0,0,0
21220,101,82221408,0,2,0
21222,27,82225962,8,0,0
21224,1,82230128,0,0,0
21225,1,82232487,0,0,0
21227,1,82238540,0,0,0
21228,1,82247100,2,0,0
21229,11,82248396,0,0,0
21230,6,82248955,1,0,0
21231,101,82249613,0,0,0
21232,1,82253422,1,0,0
21233,1,82254465,0,0,0
21234,1,82257221,0,0,0
21235,101,82257396,0,2,0
21236,6,82261813,5,0,0
21237,1,82263614,1,0,0
21238,6,82289456,0,0,0
21239,11,82292008,0,0,0
21240,790,82293426,104,48,2
21241,1,82295467,0,0,0
21242,1,82300035,0,0,0
21245,16,82309271,0,0,0
21247,6,82310946,3,0,0
21248,9,82311596,4,0,0
21249,1,82315188,1,0,0
21250,101,82316298,1,1,0
21251,28,82321198,2,0,0
21252,41,82322052,6,1,0
21253,1,82323434,0,0,0
21254,1,82324128,0,0,0
21255,11,82324696,2,0,0
21256,1,82328434,0,0,0
21257,143,82329474,2,2,0
21258,1,82330553,0,0,0
21259,21,82330554,3,0,0
21260,236,82330725,30,2,0
21261,101,82330861,3,4,0
21262,11,82331810,0,0,0
21264,1,82337743,1,0,0
21266,116,82346222,3,1,0
21267,121,82352442,2,2,0
21268,101,82354408,1,0,0
21269,28,82360710,7,2,0
21270,1,82363592,2,0,0
21272,21,82364677,6,0,0
21273,11,82366998,1,0,0
21274,1,82369137,0,0,0
21275,1,82371110,0,0,0
21276,6,82371727,0,0,0
21277,1,82372022,0,0,0
21278,115,82372197,4,17,0
21279,38,82373717,2,0,0
21281,46,82385982,1,0,0
21282,1,82386358,0,0,0
21284,103,82389039,0,0,0
21285,101,82389770,0,0,0
21286,68,82389909,3,26,0
21288,128,82393688,2,2,0
21289,21,82393854,1,0,0
21290,101,82394114,0,0,0
21291,1,82398947,1,0,0
21292,6,82401061,1,0,0
21293,101,82401690,1,2,0
21294,1,82406571,1,0,0
21295,1,82406678,0,0,0
21296,1,82406726,1,0,0
21297,101,82406863,1,0,0
21298,38,82407202,6,0,0
21300,50,82410201,2,4,0
21301,101,82411701,0,0,0
21302,1,82415895,0,0,0
21303,21,82419333,0,0,0
21304,11,82421891,2,0,0
21305,9,82425005,9,0,0
21306,26,82426803,3,0,0
21307,60,82430757,8,6,0
21312,101,82436745,0,2,0
21313,1,82440015,0,0,0
21314,1,82442385,0,0,0
21315,16,82443150,1,0,0
21316,101,82443331,1,0,0
21317,101,82446302,0,0,0
21318,101,82447760,0,0,0
21319,1,82451552,2,0,0
21320,1,82455378,3,0,0
21321,1,82455884,0,0,0
21322,1,82456742,3,0,0
21323,6,82458466,1,0,0
21324,105,82460839,7,0,0
21325,121,82461649,1,1,0
21326,11,82462096,0,0,0
21327,1,82465102,1,0,0
21329,16,82467081,4,0,0
21330,1,82468534,0,0,0
21331,1,82470375,1,0,0
21333,101,82479216,0,0,0
21334,11,82483078,1,0,0
21335,101,82483314,0,5,0
21336,1,82483701,0,0,0
21337,1,82484511,0,0,0
21338,106,82486534,2,0,0
21339,10,82487986,2,0,0
21340,306,82488671,14,0,0
21341,18,82492080,3,0,0
21342,1,82493188,1,0,0
21343,1,82495901,0,0,0
21344,31,82497029,0,1,0
21345,6,82497542,4,0,0
21346,48,82497621,11,7,0
21347,16,82499859,0,1,0
21348,9,82502677,2,0,0
21349,1,82502809,3,0,0
21350,1,82504020,1,0,0
21351,136,82505609,17,3,0
21352,16,82507118,2,0,0
21353,1,82507500,0,0,0
21354,101,82508347,0,0,0
21355,101,82509611,0,0,0
21356,190,82513558,33,9,0
21357,101,82519936,0,4,0
21358,1,82520278,0,0,0
21359,1,82521302,0,0,0
21360,105,19758357,16,2,0
21361,238,82523820,12,15,0
21362,111,82524090,1,0,0
21364,18,82527724,6,1,0
21365,26,82528661,2,0,0
21367,1,82529785,0,0,0
21368,6,82530856,0,0,0
21369,117,82532614,5,7,0
21371,6,82542515,1,0,0
21372,21,82544889,0,0,0
21373,6,82546335,7,0,0
21374,51,82546736,0,0,0
21375,11,82548022,0,0,0
21377,101,82549215,0,0,0
21378,101,82551709,1,0,0
21380,1,82554177,0,0,0
21381,101,82557147,0,15,0
21383,1,82559392,0,0,0
21384,106,82561086,1,0,0
21387,6,82568355,0,0,0
21388,1,82568977,0,0,0
21389,1,82569355,0,0,0
21390,101,82569659,0,4,0
21391,101,82570848,0,0,0
21392,6,82571876,4,0,0
21394,101,82572511,0,9,0
21395,123,82573538,9,4,0
21396,1,82573616,1,0,0
21397,1,82583578,0,0,0
21398,1,82584098,0,0,0
21399,1,82584931,0,0,0
21400,3,82586305,1,0,0
21401,1,82587949,1,0,0
21403,101,82589764,0,0,0
21404,101,82589800,1,0,0
21405,11,82590445,1,0,0
21406,16,82591485,0,0,0
21407,16,82591755,3,0,0
21408,11,82593349,0,0,0
21409,11,82593537,2,0,0
21410,111,82595313,0,0,0
21411,101,82596791,4,0,0
21412,6,82598257,0,0,0
21413,41,82599870,1,0,0
21414,1,82600371,0,0,0
21415,1,82603096,0,0,0
21417,145,82605623,9,2,0
21418,123,82606360,12,3,0
21419,1,82606425,0,0,0
21420,16,82609924,3,2,0
21421,24,82614738,1,1,0
21422,11,82616772,7,0,0
21423,167,82619202,13,7,0
21424,101,82619753,0,0,0
21426,1,82629907,0,0,0
21427,6,82634142,1,0,0
21428,1,82635098,1,0,0
21429,111,82635324,0,0,0
21431,1,82641262,1,0,0
21432,1,82644732,0,0,0
21433,118,82646651,8,0,0
21434,1,82647951,0,0,0
21435,11,82648149,2,0,0
21436,1,82648478,0,0,0
21437,1,82648608,0,0,0
21440,1,82653639,0,0,0
21441,11,82654569,1,0,0
21442,118,82654964,5,4,0
21443,190,82655835,20,9,0
21446,23,82664866,1,1,0
21447,1,82665004,0,0,0
21448,111,82665674,1,0,0
21449,1,82669890,0,0,0
21450,1,82670700,0,0,0
21451,101,82671299,1,1,0
21452,16,82671752,0,0,0
21453,101,82675134,1,0,0
21454,11,82676264,2,0,0
21455,6,82680691,2,0,0
21456,1,82681088,0,0,0
21457,123,82682223,3,1,0
21458,1,82683375,0,0,0
21459,1,82684649,1,0,0
21461,108,82687415,0,3,0
21462,108,82689760,1,1,0
21463,1,82691314,0,0,0
21464,103,82693247,7,0,0
21465,21,82701802,4,0,0
21466,565,82701927,19,0,0
21468,101,82713003,1,0,0
21470,1,82718719,0,0,0
21471,183,82723323,36,6,0
21473,101,82730464,0,0,0
21474,106,82731913,10,1,0
21475,106,82740920,1,0,0
21476,11,82742501,4,0,0
21477,101,82748063,0,0,0
21478,6,82748738,0,0,0
21479,18,82751858,3,1,0
21480,11,82753239,1,0,0
21481,126,82758535,4,0,0
21482,21,82760516,4,0,0
21483,1,82763165,4,0,0
21484,101,82764641,0,0,0
21485,101,82767608,0,8,0
21486,101,82778663,0,0,0
21487,101,82782015,2,0,0
21488,101,82785390,0,0,0
21489,6,82788253,1,0,0
21490,11,82788489,5,0,0
21491,16,82790892,3,0,0
21493,58,82806514,4,4,0
21494,101,82806550,4,2,0
21496,1,82814336,0,0,0
21497,126,82817110,8,0,0
21499,101,82820350,1,3,0
21502,101,82825223,1,0,0
21503,101,82833827,0,0,0
21504,6,82833860,4,0,0
21505,11,82834158,0,0,0
21506,1,82836543,0,0,0
21507,21,82838675,0,0,0
21510,1,82856227,3,0,0
21511,101,82857850,0,0,0
21513,26,82871646,1,2,0
21514,11,82873553,8,0,0
21515,101,82874300,0,7,0
21517,1,82886879,0,0,0
21518,1,82887402,0,0,0
21519,116,82891592,3,2,0
21521,316,82900274,30,96,0
21522,101,82901441,0,6,0
21523,178,82903556,14,3,0
21524,101,82904791,0,0,0
21525,1,82905805,0,0,0
21526,1,82906417,2,0,0
21527,16,82907312,0,0,0
21528,6,82911938,0,0,0
21531,11,82914390,0,0,0
21532,188,82914605,8,1,0
21533,11,82914946,0,0,0
21534,11,82915891,2,0,0
21535,16,82920791,0,0,0
21536,101,82922141,0,0,0
21537,1,82928247,0,0,0
21538,6,82928517,2,0,0
21539,101,82928907,0,0,0
21540,51,82932393,5,0,0
21542,31,82933738,0,0,0
21544,1,82935254,0,0,0
21545,16,82936752,1,0,0
21546,101,82937265,0,0,0
21547,174,82937275,3,1,0
21548,1,82946569,0,0,0
21549,1,82947482,3,0,0
21551,116,82952414,17,1,0
21552,11,82955040,7,0,0
21553,6,82955147,1,0,0
21554,101,82957416,0,0,0
21556,11,82961136,1,0,0
21559,8,82969313,4,0,0
21560,13,82973797,6,0,0
21561,1,82973968,0,0,0
21562,18,82975806,9,3,0
21563,31,82978391,10,0,0
21564,26,82978740,13,0,0
21565,11,82980192,0,0,0
21566,13,82981398,2,0,0
21567,11,82982975,0,0,0
21568,1,82983731,1,0,0
21569,101,82988922,0,0,0
21571,1,82992261,0,0,0
21572,11,82997802,0,0,0
21573,1,82998344,0,0,0
21575,113,82999419,2,0,0
21576,1,83000478,1,0,0
21577,11,83002611,0,0,0
21578,16,83005527,0,1,0
21579,1,83007329,0,0,0
21580,1,83007447,0,0,0
21581,6,83007993,0,0,0
21582,9,83008127,2,0,0
21583,6,83008582,2,0,0
21585,101,83016921,0,1,0
21586,101,83017298,0,0,0
21587,133,83017432,3,6,0
21588,6,83018450,2,0,0
21590,1,83020462,0,0,0
21591,53,83022363,4,1,0
21592,101,83023511,2,0,0
21593,11,83023727,0,0,0
21594,101,83027301,0,1,0
21595,1,83031155,0,0,0
21597,1,83045050,0,0,0
21598,1,83045758,2,0,0
21599,1888,83048557,286,1243,39
21601,1,83051271,0,0,0
21602,101,83051316,0,0,0
21603,1,83055891,0,0,0
21605,1,83058863,0,0,0
21606,1,83060178,0,0,0
21607,1,83060684,2,0,0
21608,1,83062246,0,0,0
21610,101,83066092,0,0,0
21611,6,83066467,0,0,0
21612,38,83067808,0,0,0
21613,1,83068144,0,0,0
21616,1,83072231,0,0,0
21618,1,83081027,0,0,0
21619,1,83083475,0,0,0
21621,11,83084470,7,0,0
21623,11,83089753,4,0,0
21624,37,83090671,7,0,0
21626,23,83092447,8,0,0
21628,6,83093413,1,0,0
21629,166,83093787,19,1,0
21630,1,83094348,0,0,0
21631,56,83094790,0,0,0
21632,101,83095323,2,0,0
21634,11,83096269,0,0,0
21635,101,83099886,2,0,0
21636,6,83101449,0,0,0
21638,1,83103489,0,0,0
21639,31,83104727,5,0,0
21640,11,83104886,13,0,0
21641,6,83104960,1,0,0
21642,1,83106009,1,0,0
21643,101,83107619,0,0,0
21644,6,83110678,0,0,0
21645,23,83110888,4,0,0
21648,101,83116654,0,4,0
21649,11,83117735,0,0,0
21650,91,83119389,8,7,0
21651,1,83121015,0,0,0
21652,101,83125436,0,0,0
21654,931,83129540,33,238,0
21655,93,83129835,2,5,0
21656,11,83129895,2,0,0
21657,96,83133130,3,1,0
21658,1,83134018,0,0,0
21659,101,83138842,0,0,0
21660,111,83141769,3,0,0
21661,6,83149281,0,0,0
21662,101,83151393,0,1,0
21665,6,83153385,0,0,0
21666,6,83154170,5,0,0
21667,101,83155853,2,0,0
21668,21,83158528,2,0,0
21669,4,83164637,1,0,0
21670,101,83165522,0,0,0
21671,1,83166788,1,0,0
21673,1,83169467,0,0,0
21674,46,83169638,3,4,0
21675,101,83169789,0,0,0
21676,1,83170359,0,0,0
21677,11,83170543,0,0,0
21679,11,83170986,0,0,0
21680,1,83171094,2,0,0
21681,101,83172811,0,1,0
21682,108,83173036,0,0,0
21683,183,83175114,25,9,1
21684,23,83175268,2,2,0
21686,23,83176688,7,1,0
21687,123,83178447,2,0,0
21688,1,83178701,1,0,0
21689,1,83182781,1,0,0
21690,108,83182813,2,7,0
21691,13,83183873,0,0,0
21693,16,83187566,0,0,0
21694,1,83188974,0,0,0
21695,21,83192054,0,0,0
21696,21,83201281,0,0,0
21697,101,83201657,0,0,0
21700,1,83203878,0,0,0
21701,157,83204309,5,5,0
21702,16,83205259,0,0,0
21703,101,83214130,0,1,0
21705,6,83216965,0,0,0
21706,1,83217662,0,0,0
21707,16,83218872,0,0,0
21708,101,83219968,1,3,0
21709,101,83222524,0,0,0
21710,101,83226702,0,4,0
21711,1,83232883,0,0,0
21712,101,83233280,0,0,0
21713,1,83234013,0,0,0
21716,1,83240350,0,0,0
21719,1,83245580,0,0,0
21720,226,83248917,29,29,0
21721,1,83251384,0,0,0
21722,108,83252844,1,0,0
21724,46,83253352,1,0,0
21726,1,83253603,6,0,0
21727,1,83254557,0,0,0
21728,1,83254734,0,0,0
21729,28,83255323,2,0,0
21730,11,83255603,2,0,0
21731,1,83258514,0,0,0
21732,1,83260320,0,0,0
21733,109,83260502,2,0,0
21734,1,83262620,1,0,0
21735,1,83263694,0,0,0
21736,11,83267403,1,0,0
21737,145,83267422,3,10,0
21738,216,83267935,14,0,0
21740,1,83271875,1,0,0
21741,101,83271927,0,0,0
21742,1,83276573,0,0,0
21743,144,83276844,12,4,0
21744,8,83280215,3,0,0
21745,154,83281577,6,3,0
21746,85,83281693,33,7,0
21747,23,83282007,0,0,0
21748,1,83282134,0,0,0
21749,23,83282645,18,0,0
21750,1,83283923,0,0,0
21752,11,83292844,0,0,0
21754,118,83293379,2,1,0
21755,44,83294733,1,3,0
21756,101,83296835,0,6,0
21757,1,83298627,0,0,0
21758,101,83300754,0,0,0
21759,1,83312780,1,0,0
21760,4,83315966,8,0,0
21761,1,83325698,0,0,0
21762,1,83327797,0,0,0
21763,1,83329478,0,0,0
21765,11,83335110,0,0,0
21766,21,83338884,10,0,0
21767,11,83341781,6,0,0
21768,1,83342325,0,0,0
21769,3,83342823,1,0,0
21770,101,83342938,3,0,0
21771,13,83345363,9,0,0
21773,101,83348384,2,5,0
21774,31,83348939,2,1,0
21775,101,83349898,0,1,0
21776,101,83353293,0,0,0
21777,1,83357547,0,0,0
21778,1,83357596,0,0,0
21779,9,83360863,1,0,0
21781,1,83362067,0,0,0
21783,6,83363193,13,0,0
21784,26,83363484,4,0,0
21785,1,83366122,0,0,0
21786,138,83367718,5,0,0
21789,11,83374733,4,0,0
21790,133,83377316,5,9,0
21791,1,83377345,0,0,0
21792,19,83380156,4,0,0
21793,95,83383673,7,3,0
21794,31,83383818,1,0,0
21795,13,83385764,1,0,0
21796,18,83386507,4,0,0
21797,11,83386872,4,0,0
21798,101,83391218,0,0,0
21799,1,83394541,1,0,0
21801,101,83403334,2,0,0
21802,16,83407614,1,0,0
21803,111,83409318,6,4,0
21804,1,83415722,1,0,0
21805,1,83416577,2,0,0
21808,123,83424622,4,1,0
21810,23,83427207,3,0,0
21811,1,83430944,0,0,0
21812,118,83436010,4,1,0
21816,101,83443373,3,0,0
21817,143,83445471,12,3,0
21818,101,83445965,0,1,0
21819,16,83446942,1,0,0
21820,101,83447765,5,1,0
21821,108,83448448,0,3,0
21822,1,83451090,0,0,0
21824,26,83455401,5,0,0
21826,6,83459529,1,0,0
21827,84,83459968,5,3,0
21828,6,83463288,5,0,0
21829,18,83464431,9,0,0
21830,101,83474353,0,0,0
21831,1,83477653,1,0,0
21833,41,83484353,8,0,0
21834,34,83420773,9,0,0
21837,1,83489543,0,0,0
21839,1,83496592,0,0,0
21840,94,83497316,12,5,0
21841,108,83498699,0,0,0
21842,6,83498720,5,0,0
21844,23,83500304,4,1,0
21845,1,83500803,0,0,0
21846,822,83500853,67,87,12
21847,1,83507315,2,0,0
21848,11,83516619,0,0,0
21849,23,83517356,11,1,0
21850,1,83518820,0,0,0
21851,101,83519749,0,0,0
21852,111,83520843,1,1,0
21853,106,83525393,2,2,0
21854,26,83525828,11,0,0
21855,101,83527004,0,9,0
21856,28,83528309,9,3,0
21857,101,83528434,1,0,0
21858,6,83530307,2,0,0
21859,6,83530312,0,0,0
21860,101,83532872,0,0,0
21861,11,83535924,1,0,0
21862,1,83539305,0,0,0
21863,46,83540986,4,1,0
21865,101,83544464,0,1,0
21866,76,83545712,1,0,0
21867,101,83546222,1,0,0
21869,6,83547271,1,0,0
21870,1,83552881,6,0,0
21871,11,83555337,1,0,0
21873,1,83562467,1,0,0
21874,108,18582529,22,1,0
21875,101,83577733,0,0,0
21877,101,83581107,1,0,0
21878,6,83581232,0,0,0
21879,60,83583557,6,2,0
21880,6,83587165,1,0,0
21881,1,83593418,0,0,0
21882,1,83593595,0,0,0
21883,1,83593855,0,0,0
21884,101,83594213,0,0,0
21886,101,83594790,0,0,0
21888,1,83596608,1,0,0
21890,6,83599227,1,0,0
21891,16,83599287,2,0,0
21892,101,83599303,0,0,0
21894,1,83602000,0,0,0
21896,1,83604635,3,0,0
21897,111,83605728,0,0,0
21898,71,83606462,2,0,0
21900,42,83608177,3,5,0
21902,31,83611467,0,0,0
21903,6,83613267,0,0,0
21904,1,83614819,0,0,0
21905,1,83619137,0,0,0
21906,1,83619173,1,0,0
21907,21,83619490,2,0,0
21908,16,83623053,2,0,0
21909,46,83623393,3,0,0
21910,1,83625186,0,0,0
21911,81,83628663,3,0,0
21914,1,83631147,1,0,0
21915,1,83635075,0,0,0
21916,16,83637571,2,0,0
21917,1,83641909,0,0,0
21918,133,83643445,15,0,0
21919,72,83643918,8,53,0
21920,8,83644495,2,0,0
21921,1,83650012,1,0,0
21922,206,83654379,11,1,0
21924,11,83659306,12,0,0
21926,101,83661676,0,0,0
21927,1,83662224,1,0,0
21928,101,83663060,0,7,0
21929,1,83669025,0,0,0
21930,4,83669319,2,0,0
21931,1,83669777,0,0,0
21932,1,83670140,2,0,0
21933,15,83671064,0,0,0
21934,41,83674108,0,0,0
21935,61,83674193,13,0,0
21936,1,83674602,2,0,0
21937,158,83675963,4,2,0
21938,1,83677292,1,0,0
21939,141,83682114,2,0,0
21940,3,83682751,1,0,0
21942,1,83685683,0,0,0
21943,101,83691008,0,0,0
21944,9,83691240,8,0,0
21945,101,83691578,0,0,0
21946,6,83691865,1,0,0
21947,6,83691878,1,0,0
21948,1,83692070,0,0,0
21949,101,83692553,0,3,0
21950,1,83692967,0,0,0
21951,101,83693977,0,0,0
21952,1,83695659,0,0,0
21953,121,83696240,6,0,0
21954,11,83696650,3,0,0
21955,101,83697240,1,0,0
21956,1,83697301,0,0,0
21957,1,83698144,0,0,0
21958,171,83698520,20,14,1
21959,101,83698898,0,1,0
21960,6,83699323,0,0,0
21961,50,83699789,115,9,0
21963,1,83703073,0,0,0
21964,6,83704307,5,0,0
21966,1,83712241,0,0,0
21967,186,83713012,22,64,2
21969,41,83720140,2,0,0
21970,111,83723709,4,0,0
21971,155,83725288,11,2,0
21972,395,83726419,34,25,3
21973,101,83734499,0,0,0
21974,1,83735495,0,0,0
21975,101,83736707,0,0,0
21976,1,83739529,0,0,0
21977,1,83744600,2,0,0
21978,1,83746002,0,0,0
21979,1,83749041,0,0,0
21980,1,83749935,0,0,0
21981,1,83755799,1,0,0
21982,27,83759019,14,1,0
21983,50,83759033,11,7,0
21984,1,83759275,2,0,0
21985,16,83761310,1,0,0
21986,1,83762412,1,0,0
21987,6,83763523,5,0,0
21988,6,83764251,2,0,0
21991,9,83768914,0,0,0
21993,1,83772589,0,0,0
21995,1,83773316,0,0,0
21996,1,83775010,0,0,0
21998,553,83777312,433,51,8
21999,111,83778340,1,1,0
22000,16,83779680,3,0,0
22003,101,83784044,0,0,0
22004,1,83784653,1,0,0
22005,101,83785040,0,0,0
22007,1,83788650,0,0,0
22008,184,83789079,15,13,0
22009,101,83791261,0,0,0
22010,11,83791318,1,0,0
22012,123,83794644,2,1,0
22013,1,83795160,1,0,0
22016,16,83803612,0,0,0
22017,101,83804726,0,0,0
22018,13,83808854,1,0,0
22019,1,83810499,0,0,0
22020,11,83813576,4,0,0
22021,101,83814223,0,0,0
22022,368,83815570,17,12,0
22024,1,83819147,0,0,0
22025,1,83819542,0,0,0
22026,101,83823923,1,0,0
22027,106,83824606,0,0,0
22028,1,83825776,0,0,0
22029,101,83828522,0,0,0
22030,11,83832487,1,0,0
22032,101,83834248,1,2,0
22033,71,83843517,0,0,0
22034,1,83844743,0,0,0
22035,5,83845119,1,0,0
22036,1,83846016,3,0,0
22037,1,83847969,1,0,0
22038,101,83848503,0,0,0
22039,1,83848919,1,0,0
22041,46,83850800,2,0,0
22043,1,83850993,4,0,0
22044,6,83854018,1,0,0
22045,1,83855879,0,0,0
22046,6,83857802,0,0,0
22047,13806,83858274,2722,401,200
22048,31,83859169,7,0,0
22049,6,83859547,5,0,0
22050,1,83859769,0,0,0
22051,1,83860074,0,0,0
22053,1,83865368,0,0,0
22054,108,83865371,3,1,0
22055,21,83865511,3,0,0
22056,1,83865907,0,0,0
22058,101,83870987,1,0,0
22059,108,83871104,2,3,0
22060,111,83874445,3,18,0
22062,126,83877991,31,0,0
22063,6,83883268,0,0,0
22064,1,83885536,1,0,0
22065,1,83886269,0,0,0
22066,16,83896411,0,0,0
22067,17,83900123,9,0,0
22068,1,83901992,1,0,0
22069,1,83903675,0,0,0
22070,5,83909537,0,0,0
22071,1,83909750,0,0,0
22073,11,83920635,0,0,0
22075,101,83923581,3,0,0
22077,11,83937552,4,0,0
22078,1,83938614,0,0,0
22079,1,83938834,0,0,0
22080,1,83939301,3,0,0
22081,1,83939485,0,0,0
22082,101,83940623,0,1,0
22083,164,83942195,13,28,0
22084,1,83948300,0,0,0
22085,1,83948518,0,0,0
22086,1,83952198,1,0,0
22087,1,83952586,0,0,0
22088,294,83956048,25,45,0
22089,16,83957049,1,0,0
22090,1,83963575,4,0,0
22091,1,83967821,0,0,0
22093,36,83970691,2,0,0
22094,6,83974805,2,0,0
22095,32,83975340,1,0,0
22097,11,83975877,0,0,0
22098,46,83977419,5,0,0
22099,1,83982143,0,0,0
22100,191,83984239,5,0,0
22102,1,83992866,0,0,0
22103,1,83993904,3,0,0
22104,1,83997597,0,0,0
22105,1,84003199,1,0,0
22109,41,84007101,2,0,0
22110,101,84009659,0,0,0
22111,3,84012531,1,0,0
22112,6,84014595,6,0,0
22113,1,84016193,0,0,0
22114,143,84016206,15,7,0
22115,101,84020923,2,0,0
22117,11,84023647,1,0,0
22118,6,84023974,1,0,0
22119,107,84026882,7,0,0
22120,1,84030324,1,0,0
22121,11,84032176,0,0,0
22123,1,84033786,2,0,0
22124,6,84036411,0,0,0
22125,6,84043900,2,0,0
22126,111,84044353,4,0,0
22127,101,84044694,2,0,0
22129,1,84046332,0,0,0
22130,1,84047333,5,0,0
22131,18,84048247,1,0,0
22133,153,84049400,6,3,0
22134,11,84053406,0,0,0
22135,1,84059461,0,0,0
22136,31,84059604,2,0,0
22137,13,84059931,4,0,0
22138,1,84062765,0,0,0
22139,1,84063350,1,0,0
22140,101,84063438,9,0,0
22141,1,84071258,1,0,0
22142,1,84071734,0,0,0
22143,1,84075542,0,0,0
22144,1,84079993,1,0,0
22146,111,84087238,3,0,0
22147,118,84090008,16,1,0
