Id,PostTypeId,CreationDate,Score,ViewCount,OwnerUserId,AnswerCount,CommentCount,FavoriteCount,LastEditorUserId
51430,1,83040699,1,130.0,21562.0,1.0,1,,
51431,2,83041019,3,,334.0,,2,,334.0
51432,1,83041487,1,623.0,21562.0,2.0,2,,
51433,1,83026140,0,57.0,12502.0,0.0,2,,
51434,2,83048539,1,,9394.0,,10,,9394.0
51437,2,83049824,1,,196.0,,0,,930.0
51439,2,83050179,0,,21072.0,,0,,
51440,1,83050260,4,309.0,8320.0,2.0,0,,
51441,1,83053032,1,195.0,21064.0,1.0,0,,
51442,1,83055054,2,1302.0,13867.0,1.0,2,,
51443,1,83055891,0,239.0,21603.0,1.0,7,,19879.0
51444,1,83058863,0,582.0,21605.0,3.0,2,,19879.0
51445,2,83059099,0,,21072.0,,0,,
51446,2,83060245,1,,16837.0,,0,,16837.0
51447,2,83061189,2,,892.0,,0,,
51448,2,83062450,-2,,16837.0,,2,,16837.0
51450,1,83065861,4,284.0,10829.0,1.0,0,,
51452,1,83066951,1,140.0,21611.0,1.0,1,,
51453,1,83067808,7,200.0,21612.0,2.0,4,1.0,919.0
51455,2,83069630,1,,686.0,,0,,
51456,1,83069916,28,1738.0,9671.0,4.0,2,7.0,
51457,1,83069934,1,49.0,12923.0,0.0,0,,
51458,2,83070109,1,,686.0,,0,,
51461,2,83073419,42,,6633.0,,3,,6633.0
51462,2,83073808,0,,13047.0,,0,,
51463,2,83075986,3,,7486.0,,0,,
51464,1,83076297,2,482.0,6917.0,1.0,0,0.0,21599.0
51465,2,83076818,3,,601.0,,2,,601.0
51466,2,83077185,4,,4253.0,,0,,
51467,2,83077690,1,,11867.0,,1,,
51468,2,83079077,-7,,16837.0,,1,,
51469,2,83080982,2,,16837.0,,1,,8320.0
51470,1,83081363,1,1258.0,7244.0,2.0,8,2.0,2970.0
51471,2,83081657,38,,3277.0,,3,,3277.0
51472,2,83082011,2,,25.0,,4,,25.0
51473,1,83084470,2,3576.0,21621.0,3.0,7,,3277.0
51474,2,83085024,6,,16137.0,,1,,16137.0
51475,1,83086262,3,275.0,2040.0,3.0,1,3.0,88.0
51477,2,83086320,0,,21167.0,,1,,
51479,2,83087563,3,,7250.0,,0,,
51480,2,83088208,1,,12534.0,,0,,
51481,2,83089624,2,,7250.0,,3,,7250.0
51482,2,83089647,0,,12786.0,,2,,
51483,1,83089753,1,298.0,21623.0,0.0,1,,
51484,2,83090500,1,,3919.0,,0,,
51485,1,83090541,1,60.0,20751.0,0.0,0,,
51486,2,83090596,2,,1818.0,,0,,1818.0
51487,2,83091529,2,,16137.0,,0,,
51488,1,83091567,1,76.0,21624.0,1.0,0,,
51489,1,83091786,0,249.0,12803.0,1.0,2,,27581.0
51490,1,83091961,2,1767.0,21624.0,2.0,2,4.0,
51491,2,83092759,2,,7290.0,,0,,
51493,1,83092842,0,272.0,21626.0,2.0,0,,
51494,1,83093120,2,235.0,12734.0,1.0,6,,12734.0
51495,2,83093469,1,,3293.0,,0,,
51496,2,83093509,4,,919.0,,1,,
51497,2,83094293,1,,21629.0,,0,,
51499,1,83094743,1,64.0,21628.0,0.0,0,2.0,32036.0
51500,2,83094790,4,,21631.0,,0,,21631.0
51501,1,83094898,1,92.0,8447.0,1.0,2,1.0,
51503,2,83095323,1,,196.0,,0,,
51505,1,83096269,2,96.0,21634.0,0.0,1,,183.0
51507,2,83096960,2,,7290.0,,0,,
51508,1,83097429,1,120.0,21251.0,0.0,4,,26338.0
51509,1,83098016,1,83.0,6281.0,3.0,0,,88.0
51510,1,83098486,0,117.0,17124.0,0.0,5,,
51511,2,83100491,4,,1764.0,,0,,1764.0
51512,2,83100797,1,,3411.0,,0,,
51513,2,83101267,2,,11623.0,,0,,
51514,2,83101591,1,,919.0,,0,,919.0
51518,2,83103251,1,,8447.0,,5,,
51519,1,83104142,1,186.0,21411.0,1.0,1,1.0,88.0
51520,1,83104869,3,420.0,21639.0,1.0,0,1.0,21639.0
51521,1,83104960,1,50.0,21641.0,0.0,4,,
51523,1,83106202,3,114.0,20778.0,1.0,1,,
51524,1,83107623,0,82.0,21071.0,2.0,6,,21071.0
51525,2,83107916,2,,12803.0,,0,,
51526,2,83108506,2,,1934.0,,0,,
51527,2,83108763,6,,4598.0,,6,,
51528,2,83109256,1,,17096.0,,0,,17096.0
51529,2,83109556,0,,1764.0,,0,,
51530,1,83109701,1,41.0,10507.0,0.0,2,,
51531,2,83109802,1,,12803.0,,0,,
51532,2,83109862,1,,7071.0,,0,,
51533,2,83110154,2,,4598.0,,2,,
51534,2,83110178,7,,8413.0,,1,,8413.0
51535,1,83110888,4,235.0,21645.0,2.0,1,,7290.0
51537,1,83111646,1,473.0,21644.0,0.0,0,,7290.0
51540,2,83114734,1,,4253.0,,0,,
51541,2,83115699,1,,14143.0,,6,,21874.0
51542,2,83117735,1,,21649.0,,0,,
51543,2,83118539,1,,1764.0,,0,,
51544,1,83119458,1,67.0,21650.0,1.0,0,,
51546,2,83120018,1,,686.0,,4,,
51547,1,83123580,-2,106.0,21064.0,1.0,0,,
51548,2,83123791,3,,196.0,,0,,
51549,5,83125006,0,,10598.0,,0,,10598.0
51550,4,83125006,0,,10598.0,,0,,10598.0
51551,1,83125594,5,218.0,6182.0,3.0,0,,930.0
51552,1,83126989,1,77.0,11453.0,2.0,1,,11453.0
51553,2,83127740,0,,14143.0,,0,,14143.0
51555,2,83129418,5,,16974.0,,0,,
51556,1,83129540,6,747.0,21654.0,2.0,0,2.0,
51557,1,83129937,2,75.0,21656.0,1.0,3,,3826.0
51558,1,83130798,2,941.0,20344.0,1.0,3,1.0,20344.0
51559,1,83131587,1,702.0,994.0,2.0,0,1.0,
51560,2,83131828,2,,994.0,,0,,
51561,2,83132166,1,,994.0,,0,,
51562,2,83133130,8,,21657.0,,1,,7290.0
51563,2,83134103,2,,20904.0,,1,,4598.0
51564,1,83135037,2,361.0,6056.0,2.0,1,,686.0
51566,1,83141283,1,271.0,17600.0,2.0,0,,
51567,2,83142371,2,,805.0,,2,,805.0
51568,2,83146221,1,,966.0,,0,,
51569,1,83147371,1,289.0,20907.0,4.0,0,,88.0
51571,1,83154182,1,235.0,21665.0,1.0,0,,5739.0
51573,2,83155597,0,,5480.0,,2,,
51574,2,83156643,1,,20551.0,,1,,
51575,1,83158291,1,124.0,3031.0,2.0,1,,19879.0
51576,1,83158528,4,2675.0,21668.0,1.0,1,,930.0
51578,2,83160280,0,,686.0,,1,,
51579,2,83161046,1,,20409.0,,5,,20409.0
51581,2,83163122,1,,19879.0,,0,,
51582,2,83163945,0,,17908.0,,1,,
51583,1,83164637,0,751.0,21669.0,3.0,1,2.0,3277.0
51584,1,83168013,1,759.0,21661.0,1.0,0,1.0,21599.0
51585,2,83169374,5,,3277.0,,0,,
51586,2,83170061,-1,,21674.0,,2,,
51587,2,83170209,2,,1036.0,,0,,
51588,1,83170543,2,62.0,21677.0,1.0,1,,6029.0
51589,1,83171158,2,73.0,21679.0,1.0,4,,
51590,1,83171653,0,195.0,14769.0,1.0,4,1.0,14769.0
51591,2,83171717,1,,11052.0,,0,,
51593,2,83172590,2,,5739.0,,2,,5739.0
51595,1,83172826,1,182.0,8540.0,2.0,0,1.0,
51596,2,83173347,2,,5739.0,,1,,
51597,1,83173566,1,680.0,21682.0,1.0,0,,
51598,2,83174388,0,,16137.0,,5,,16137.0
51599,2,83174787,2,,4253.0,,0,,
51600,2,83174944,1,,5739.0,,0,,
51601,5,83175140,0,,-1.0,,0,,-1.0
51602,4,83175140,0,,5739.0,,0,,919.0
51604,1,83175407,3,2058.0,20793.0,1.0,1,,3277.0
51605,1,83175437,4,1662.0,21684.0,2.0,1,,2970.0
51606,1,83175493,3,1363.0,9019.0,3.0,0,,805.0
51607,1,83175526,0,140.0,1496.0,1.0,0,,
51608,5,83175551,0,,5739.0,,0,,5739.0
51609,4,83175551,0,,5739.0,,0,,5739.0
51610,2,83175822,1,,196.0,,1,,196.0
51611,2,83176111,5,,196.0,,1,,
51613,1,83176915,2,76.0,17140.0,1.0,8,,919.0
51614,2,83177286,7,,9394.0,,4,,9394.0
51615,1,83178389,1,53.0,21683.0,0.0,0,,88.0
51616,1,83178701,0,144.0,21688.0,0.0,5,,
51617,2,83179590,1,,919.0,,3,,919.0
51618,2,83182001,0,,7972.0,,2,,
51620,1,83182435,1,151.0,16474.0,2.0,0,0.0,16474.0
51621,2,83182872,1,,6793.0,,0,,
51622,1,83183097,4,1158.0,21687.0,1.0,2,2.0,919.0
51623,2,83183718,5,,6633.0,,1,,
51624,1,83184602,0,250.0,21483.0,0.0,3,,21483.0
51625,1,83184960,1,91.0,8686.0,1.0,0,,8686.0
51627,2,83185762,0,,4959.0,,0,,
51628,2,83186267,3,,14675.0,,1,,
51629,1,83187566,3,934.0,21693.0,2.0,0,,7290.0
51630,5,83188382,0,,27403.0,,0,,919.0
51631,4,83188382,0,,14675.0,,0,,27403.0
51632,2,83188969,2,,4164.0,,2,,
51633,1,83189496,1,132.0,9671.0,2.0,2,,
51634,2,83190559,7,,2795.0,,3,,2795.0
51635,2,83190930,2,,21683.0,,1,,
51637,1,83191747,1,63.0,20878.0,1.0,0,,
51638,1,83192054,4,473.0,21695.0,3.0,2,,22047.0
51639,2,83192758,3,,8013.0,,0,,
51640,2,83193252,1,,19990.0,,1,,
51641,1,83194289,0,160.0,21405.0,1.0,0,,
51642,1,83194772,0,109.0,1834.0,1.0,0,,
51643,2,83195307,2,,3919.0,,2,,
51644,1,83195940,3,229.0,8402.0,1.0,3,,
51645,2,83196598,2,,9394.0,,0,,9394.0
51646,2,83197053,1,,7690.0,,0,,
51648,2,83199129,1,,805.0,,5,,3277.0
51649,2,83199991,5,,805.0,,6,,805.0
51650,2,83200063,0,,20840.0,,0,,
51651,2,83201281,2,,21696.0,,2,,7290.0
51652,2,83202913,3,,88.0,,3,,
51653,2,83203281,2,,805.0,,2,,805.0
51654,2,83203334,2,,4505.0,,1,,22047.0
51655,2,83203878,-1,,21700.0,,0,,
51656,2,83204137,0,,20551.0,,4,,
51657,2,83204428,1,,4505.0,,1,,
51658,2,83204518,2,,4253.0,,9,,
51660,2,83205381,1,,4505.0,,0,,
51662,1,83206446,1,48.0,6281.0,0.0,0,,
51663,1,83207689,3,123.0,401.0,1.0,1,1.0,
51664,2,83208088,2,,1764.0,,3,,
51666,1,83211091,1,170.0,9136.0,1.0,0,,
51668,2,83212530,3,,9572.0,,0,,9572.0
51669,2,83213259,6,,6633.0,,1,,6633.0
51670,1,83216965,1,59.0,21705.0,1.0,3,,88.0
51671,1,83217137,0,64.0,3671.0,1.0,10,,196.0
51672,2,83217916,2,,805.0,,5,,805.0
51673,1,83221803,0,393.0,20793.0,1.0,0,,88.0
51675,2,83223657,1,,805.0,,3,,
51676,1,83224958,3,619.0,21707.0,1.0,0,,21707.0
51677,2,83228745,1,,14769.0,,5,,14769.0
51678,2,83233083,0,,10823.0,,0,,
51679,1,83236400,1,76.0,20395.0,1.0,0,,88.0
51680,2,83237365,0,,10823.0,,0,,
51682,2,83239151,1,,1679.0,,2,,
51685,1,83240911,0,133.0,21464.0,1.0,3,,21464.0
51686,1,83241678,1,108.0,11302.0,1.0,0,,805.0
51687,2,83245189,1,,686.0,,0,,
51688,1,83246450,0,184.0,10580.0,1.0,1,,17230.0
51689,1,83247497,0,50.0,21568.0,0.0,2,,21568.0
51690,1,83249767,2,133.0,21720.0,1.0,0,1.0,
51691,2,83253352,3,,21724.0,,2,,
51692,1,83253635,0,404.0,21726.0,3.0,1,1.0,
51693,1,83253788,1,113.0,21722.0,3.0,0,,
51695,2,83254957,4,,13047.0,,0,,
51697,2,83255225,2,,3748.0,,1,,
51699,1,83255323,5,980.0,21729.0,1.0,0,,7290.0
51700,2,83255603,1,,21730.0,,0,,
51701,2,83257722,1,,892.0,,2,,
51704,2,83261340,2,,2817.0,,0,,
51705,1,83261580,1,158.0,21733.0,1.0,2,,
51707,1,83263125,3,685.0,20015.0,3.0,4,1.0,20015.0
51708,2,83263626,0,,21168.0,,1,,
51709,2,83263973,1,,21683.0,,2,,
51710,2,83264098,0,,21523.0,,4,,
51711,2,83265218,1,,16474.0,,0,,16474.0
51712,2,83265330,0,,12803.0,,0,,
51713,2,83266057,2,,11623.0,,2,,
51714,2,83266216,6,,7250.0,,6,,
51716,2,83267403,1,,21736.0,,0,,7290.0
51717,2,83267921,11,,919.0,,3,,919.0
51718,1,83267935,43,12176.0,21738.0,3.0,1,40.0,805.0
51720,2,83269423,2,,8320.0,,0,,
51721,2,83270328,19,,4505.0,,2,,4505.0
51726,1,83266010,0,46.0,,1.0,3,,
51727,2,83267530,1,,21745.0,,3,,
51732,1,83273030,0,320.0,21067.0,3.0,0,,919.0
51734,1,83278718,2,346.0,1005.0,1.0,0,,
51735,2,83280336,-1,,21744.0,,7,,
51736,1,83282007,4,93.0,21747.0,2.0,2,,930.0
51737,1,83282645,1,219.0,21749.0,1.0,3,,2669.0
51738,2,83289135,4,,7071.0,,6,,7071.0
51740,1,83292314,1,32.0,14036.0,1.0,0,,
51741,1,83292844,2,126.0,21752.0,0.0,1,1.0,
51743,1,83293688,3,1139.0,21754.0,1.0,0,,3277.0
51745,1,83295103,5,140.0,21755.0,3.0,1,,
51747,2,83295657,3,,7250.0,,0,,
51748,1,83298101,1,54.0,12329.0,0.0,0,1.0,
51749,2,83299118,6,,6633.0,,4,,
51750,2,83307796,6,,10947.0,,1,,10947.0
51751,2,83310193,3,,9816.0,,1,,
51752,2,83312356,3,,805.0,,5,,805.0
51753,2,83314859,83,,805.0,,2,,805.0
51754,1,83316283,0,372.0,21760.0,0.0,2,,
51755,1,83317585,4,83.0,21423.0,0.0,0,,21423.0
51756,1,83325698,0,151.0,21761.0,1.0,1,,805.0
51757,2,83326423,1,,805.0,,0,,
51759,1,83335110,2,744.0,21765.0,3.0,0,0.0,88.0
51761,2,83338181,1,,686.0,,1,,
51763,1,83338884,1,386.0,21766.0,1.0,3,0.0,3277.0
51764,1,83339141,0,102.0,14525.0,0.0,2,,
51765,1,83340376,1,54.0,13561.0,1.0,0,,2970.0
51766,1,83341093,0,174.0,13561.0,1.0,5,,13561.0
51767,1,83342115,2,198.0,21767.0,0.0,5,,21767.0
51768,2,83342733,3,,7250.0,,2,,2970.0
51769,1,83343033,-3,106.0,21769.0,1.0,4,,7290.0
51770,1,83343593,1,505.0,1764.0,1.0,0,,1764.0
51774,2,83348805,1,,196.0,,0,,
51775,2,83348813,1,,6750.0,,3,,6750.0
51776,2,83349182,3,,21774.0,,1,,
51777,2,83351731,0,,19901.0,,1,,
51779,1,83357547,0,55.0,21777.0,0.0,3,,3826.0
51780,1,83358620,0,7485.0,19939.0,2.0,1,1.0,805.0
51781,1,83358653,0,74.0,17107.0,1.0,0,,805.0
51782,1,83359019,1,100.0,1005.0,1.0,3,,1005.0
51783,2,83360457,1,,8013.0,,0,,8013.0
51784,1,83360914,1,97.0,21591.0,0.0,2,1.0,88.0
51785,2,83361300,1,,9136.0,,0,,
51786,1,83361753,0,139.0,17107.0,1.0,3,,17107.0
51788,2,83363185,1,,4505.0,,1,,
51789,1,83363193,1,152.0,21783.0,1.0,4,1.0,
51790,1,83363484,5,428.0,21784.0,1.0,0,,7290.0
51791,2,83367687,3,,6015.0,,0,,
51792,1,83367761,7,228.0,21786.0,2.0,2,,919.0
51794,1,83371337,0,45.0,21785.0,0.0,2,1.0,
51795,1,83371422,1,116.0,1005.0,0.0,4,,
51797,2,83372640,2,,9964.0,,0,,
51798,2,83373712,8,,919.0,,1,,
51799,1,83374733,2,84.0,21789.0,2.0,1,,22468.0
51800,2,83377345,0,,21791.0,,1,,805.0
51801,1,83378294,5,913.0,21790.0,2.0,2,3.0,7250.0
51802,1,83378421,1,195.0,1005.0,1.0,2,,1005.0
51803,2,83380253,5,,13047.0,,4,,13047.0
51804,1,83380377,1,759.0,19668.0,1.0,4,,19668.0
51805,1,83380548,3,820.0,21792.0,3.0,6,1.0,3277.0
51806,2,83381006,10,,196.0,,4,,196.0
51807,2,83381090,8,,805.0,,7,,805.0
51808,1,83383818,6,66.0,21794.0,1.0,1,1.0,
51809,2,83384758,1,,805.0,,0,,
51810,1,83385029,-1,149.0,13138.0,2.0,3,,13138.0
51811,2,83385257,4,,805.0,,0,,805.0
51812,2,83385764,1,,21795.0,,4,,21795.0
51814,1,83386507,3,397.0,21796.0,2.0,1,,7290.0
51815,2,83387335,0,,805.0,,0,,805.0
51816,1,83390501,1,89.0,21793.0,2.0,0,,930.0
51819,1,83392078,2,31.0,21793.0,1.0,1,,88.0
51820,1,83392725,2,701.0,11867.0,2.0,2,,11867.0
51821,1,83393260,1,235.0,9816.0,0.0,0,,
51822,2,83394977,7,,805.0,,5,,805.0
51823,2,83395783,24,,7290.0,,3,,7290.0
51824,2,83398672,2,,805.0,,0,,
51825,2,83405032,2,,3277.0,,0,,3277.0
51826,1,83405461,1,1778.0,20793.0,1.0,2,,20793.0
51827,1,83407614,3,396.0,21802.0,1.0,0,1.0,3277.0
51828,2,83409129,5,,603.0,,6,,603.0
51829,2,83409556,1,,21803.0,,0,,
51830,2,83409865,1,,805.0,,5,,
51831,2,83410200,2,,805.0,,6,,
51832,2,83411523,3,,17908.0,,0,,
51833,2,83414494,0,,8657.0,,4,,
51835,1,83420773,5,320.0,21834.0,1.0,6,1.0,919.0
51837,2,83422583,2,,686.0,,6,,
51838,2,83423203,1,,686.0,,2,,
51839,2,83423894,1,,686.0,,1,,
51840,1,83424734,4,694.0,21808.0,1.0,10,2.0,805.0
51841,2,83427527,2,,7828.0,,0,,
51842,2,83429880,3,,8013.0,,8,,8013.0
51843,2,83432858,10,,805.0,,7,,805.0
51844,1,83433456,1,49.0,12329.0,0.0,2,,919.0
51845,2,83437871,1,,7290.0,,1,,
51846,2,83438389,1,,196.0,,0,,196.0
51847,2,83438973,9,,1191.0,,3,,
51848,1,83439357,0,806.0,20359.0,2.0,0,,686.0
51851,1,83441758,3,239.0,21812.0,2.0,2,2.0,
51852,2,83442544,3,,686.0,,0,,
51853,2,83442828,1,,6633.0,,0,,6633.0
51854,2,83443668,0,,21816.0,,0,,
51855,2,83444162,1,,7972.0,,0,,
51856,1,83444906,0,442.0,20015.0,3.0,0,,
51857,2,83445590,1,,17124.0,,0,,17124.0
51859,1,83446942,3,162.0,21819.0,1.0,1,,686.0
51860,2,83448378,1,,686.0,,0,,
51861,1,83448778,1,89.0,21821.0,1.0,0,,930.0
51862,2,83450323,3,,1679.0,,2,,
51863,2,83451626,4,,16974.0,,2,,
51864,2,83453271,1,,3640.0,,0,,
51869,1,83460011,1,64.0,21827.0,0.0,0,2.0,21827.0
51871,2,83462785,1,,16974.0,,0,,
51872,1,83463029,2,139.0,20884.0,1.0,11,,20884.0
51873,1,83463288,1,680.0,21828.0,1.0,0,,7290.0
51874,2,83464431,1,,1689.0,,0,,1689.0
51875,1,83464465,3,5546.0,21829.0,2.0,0,,
51876,1,83465386,5,450.0,1689.0,4.0,5,1.0,1689.0
51877,2,83466109,3,,805.0,,4,,805.0
51878,2,83466800,3,,7290.0,,0,,17230.0
51879,1,83467159,1,133.0,14602.0,1.0,0,,
51880,2,83467499,0,,14036.0,,0,,
51882,1,83471509,1,136.0,21212.0,1.0,0,,13680.0
51883,2,83476774,3,,21168.0,,1,,
51884,2,83476899,1,,805.0,,2,,805.0
51885,2,83477882,0,,805.0,,8,,805.0
51886,1,83478366,1,160.0,10164.0,0.0,4,,10164.0
51888,2,83483172,1,,13680.0,,0,,
51889,2,83483374,4,,1036.0,,0,,
51890,1,83484353,8,288.0,21833.0,1.0,0,1.0,26338.0
51891,2,83485737,0,,10164.0,,0,,10164.0
51892,1,83486317,0,24.0,21834.0,0.0,2,,
51893,2,83486614,1,,7250.0,,0,,
51895,2,83488038,0,,20015.0,,0,,
51898,1,83492331,13,560.0,1679.0,1.0,8,4.0,
51901,2,83497150,4,,603.0,,5,,603.0
51903,1,83497379,2,145.0,21840.0,1.0,1,,21599.0
51906,1,83498719,1,68.0,21841.0,1.0,2,,
51907,1,83498720,1,1269.0,21842.0,1.0,1,1.0,
51908,1,83500693,4,164.0,21844.0,2.0,5,3.0,
51909,2,83501228,0,,686.0,,1,,
51911,7,83509382,0,,-1.0,,0,,2970.0
51912,2,83509841,0,,6768.0,,0,,
51913,1,83514344,0,437.0,21728.0,0.0,5,,
51914,1,83515417,1,20.0,21826.0,0.0,1,,
51915,1,83516285,1,152.0,14346.0,1.0,5,0.0,88.0
51916,1,83516619,2,136.0,21848.0,0.0,2,,
51917,1,83517419,2,165.0,21849.0,1.0,1,,
51918,1,83518153,7,1478.0,19814.0,2.0,3,2.0,7290.0
51919,2,83518693,10,,7290.0,,4,,7290.0
51920,1,83518820,0,23.0,21850.0,0.0,2,,
51921,1,83521064,2,158.0,21030.0,1.0,3,0.0,21030.0
51923,2,83522980,1,,919.0,,0,,919.0
51924,2,83524564,3,,11981.0,,6,,
51925,1,83525393,3,115.0,21853.0,0.0,1,,21853.0
51927,2,83526254,2,,919.0,,0,,
51928,2,83526382,3,,7250.0,,2,,
51930,1,83527280,2,321.0,21854.0,0.0,4,,21854.0
51932,1,83528860,0,65.0,13636.0,0.0,6,1.0,13636.0
51933,1,83529851,2,152.0,20228.0,1.0,3,,919.0
51934,1,83530312,1,174.0,21859.0,0.0,2,,
51936,2,83530876,2,,20381.0,,6,,
51937,1,83531020,2,357.0,19814.0,1.0,6,,805.0
51938,2,83531227,0,,20381.0,,1,,
51939,1,83532429,1,101.0,21793.0,1.0,2,,
51940,2,83533768,3,,919.0,,3,,
51941,2,83533814,1,,21072.0,,2,,21072.0
51943,2,83535241,1,,5739.0,,4,,
51945,2,83535924,1,,21861.0,,3,,22047.0
51946,1,83537024,0,3878.0,12858.0,2.0,0,,88.0
51947,2,83537748,1,,12858.0,,0,,
51948,1,83538638,0,149.0,4011.0,2.0,0,,4011.0
51949,1,83540757,3,284.0,21854.0,2.0,1,,88.0
51950,1,83541102,4,130.0,4856.0,1.0,8,1.0,
51951,5,83541498,0,,805.0,,0,,-1.0
51952,4,83541498,0,,805.0,,0,,805.0
51953,2,83541677,1,,944.0,,1,,
51954,1,83542276,3,325.0,21863.0,1.0,10,,21863.0
51955,2,83542588,3,,805.0,,5,,805.0
51956,1,83542635,1,38.0,2407.0,1.0,0,,4856.0
51957,1,83543015,1,107.0,13636.0,0.0,3,2.0,4856.0
51958,1,83545428,2,227.0,13702.0,0.0,1,,
51959,2,83545788,1,,805.0,,0,,
51961,1,83547271,1,76.0,21869.0,0.0,1,,21869.0
51962,2,83547972,2,,805.0,,0,,805.0
51963,2,83548548,1,,805.0,,0,,
51964,2,83549577,3,,21629.0,,4,,
51965,2,83549882,2,,805.0,,0,,805.0
51966,1,83551077,2,141.0,10747.0,1.0,0,,
51967,2,83552881,-2,,21870.0,,1,,7290.0
51968,1,83555337,2,103.0,21871.0,1.0,2,,2970.0
51969,2,83559351,1,,16612.0,,0,,16612.0
51970,2,83562846,1,,4505.0,,0,,
51971,1,83563162,2,175.0,16474.0,1.0,2,1.0,8013.0
51972,2,83566131,0,,21072.0,,0,,
51973,2,83567165,1,,21072.0,,0,,
51974,1,83568531,0,52.0,9241.0,0.0,13,,
51975,2,83570032,1,,805.0,,0,,805.0
51976,1,83570648,2,204.0,20793.0,1.0,0,,805.0
51977,1,83572229,1,38.0,12923.0,0.0,0,,17230.0
51978,2,83573192,2,,805.0,,4,,805.0
51980,2,83580932,0,,805.0,,1,,805.0
51981,1,83581888,1,44.0,21878.0,0.0,0,,21878.0
51982,1,83587165,1,453.0,21880.0,1.0,3,,
51983,2,83587782,2,,11915.0,,1,,
51984,2,83588334,3,,11639.0,,0,,
51985,1,83589284,1,444.0,21030.0,1.0,0,2.0,7290.0
51987,1,83589421,2,2171.0,19699.0,4.0,1,2.0,19699.0
51988,1,83589815,1,304.0,21879.0,2.0,0,,88.0
51989,2,83593177,7,,18019.0,,1,,18019.0
51991,1,83593855,0,63.0,21883.0,1.0,0,,
51992,2,83594054,1,,601.0,,2,,601.0
51993,2,83594077,3,,17908.0,,2,,
51995,2,83594666,3,,805.0,,0,,
51996,2,83595202,1,,3411.0,,11,,
51997,1,83595705,1,199.0,20395.0,1.0,0,,88.0
51999,1,83597413,2,51.0,18098.0,0.0,0,1.0,16612.0
52000,2,83597933,2,,11639.0,,0,,
52002,1,83599176,2,448.0,253.0,0.0,0,,
52003,1,83599227,1,362.0,21890.0,0.0,0,,
52004,1,83599498,3,388.0,21891.0,1.0,6,1.0,13680.0
52005,1,83600103,0,666.0,19814.0,0.0,9,,
52006,1,83602823,1,90.0,21288.0,2.0,14,,88.0
52007,2,83603939,5,,7290.0,,1,,
52008,2,83605079,1,,196.0,,11,,196.0
52009,2,83605103,3,,919.0,,6,,
52010,1,83605602,0,118.0,8924.0,1.0,1,,8924.0
52011,1,83605757,2,36.0,21897.0,0.0,0,,21897.0
52012,2,83606462,7,,21898.0,,2,,7290.0
52015,1,83608407,6,223.0,5597.0,1.0,1,,5597.0
52016,1,83608944,1,92.0,7475.0,1.0,0,1.0,7290.0
52018,2,83611467,3,,21902.0,,3,,
52019,1,83611551,1,24.0,21429.0,0.0,1,,
52020,1,83613267,1,36.0,21903.0,0.0,0,,
52021,1,83613629,1,106.0,21466.0,0.0,5,,21466.0
52022,1,83615172,0,110.0,1537.0,0.0,3,,1537.0
52023,1,83615263,5,181.0,21824.0,1.0,1,1.0,16974.0
52025,1,83619137,0,82.0,21905.0,1.0,0,1.0,7290.0
52027,1,83623053,3,451.0,21908.0,1.0,6,1.0,21908.0
52028,2,83623606,3,,21909.0,,0,,
52029,2,83627449,2,,8871.0,,1,,
52030,2,83627923,4,,14675.0,,0,,
52031,2,83628414,3,,805.0,,12,,805.0
52032,2,83628522,1,,5739.0,,2,,
52033,1,83628955,3,164.0,11748.0,1.0,0,,88.0
52034,1,83630077,6,536.0,11342.0,0.0,3,6.0,
52035,1,83630980,0,771.0,21701.0,1.0,1,1.0,
52036,2,83631093,1,,11748.0,,0,,
52037,1,83631180,0,246.0,21914.0,1.0,0,,
52038,2,83631400,2,,17908.0,,0,,
52040,1,83634570,0,551.0,20338.0,2.0,0,,20338.0
52041,1,83634972,1,180.0,20338.0,0.0,4,,
52042,2,83635151,1,,12548.0,,6,,
52043,2,83635521,1,,10354.0,,1,,10354.0
52044,1,83635985,0,387.0,18642.0,1.0,0,,
52045,2,83636059,3,,12548.0,,3,,12548.0
52046,2,83637102,1,,9394.0,,1,,
52047,1,83637571,2,1879.0,21916.0,3.0,0,1.0,
52048,2,83640737,2,,805.0,,1,,
52049,2,83640738,1,,10884.0,,0,,
52050,2,83641262,0,,3835.0,,0,,
52052,1,83644781,1,85.0,21920.0,1.0,0,1.0,
52053,1,83646733,1,221.0,588.0,0.0,4,0.0,7290.0
52054,2,83647410,3,,4812.0,,4,,
52056,2,83653863,1,,18387.0,,0,,
52057,2,83654465,1,,21922.0,,0,,21922.0
52058,1,83658656,3,243.0,9320.0,1.0,0,1.0,3277.0
52059,2,83659306,1,,21924.0,,0,,
52060,1,83659505,4,423.0,21907.0,1.0,2,1.0,805.0
52062,2,83663096,0,,19822.0,,0,,
52063,1,83664156,3,418.0,20666.0,2.0,0,3.0,20666.0
52064,1,83665750,2,476.0,261.0,2.0,0,1.0,
52065,2,83667264,3,,21072.0,,0,,
52066,2,83667520,2,,3277.0,,0,,9320.0
52067,1,83668643,3,3750.0,21749.0,3.0,3,,7290.0
52068,2,83668998,1,,3330.0,,1,,
52069,1,83669093,1,57.0,16537.0,0.0,0,,
52070,1,83669319,0,68.0,21930.0,2.0,0,,7828.0
52071,1,83669933,1,116.0,10767.0,1.0,0,1.0,
52072,2,83671906,1,,11030.0,,0,,
